행정표준용어현황,,,,,,,,
NO,구분,용어명,용어영문명,영문약어명,정의,주제영역,등록일,상태
7863,표준어,업로드자,UPLOADING MAN,UPLMN,"컴퓨터 통신망을 통하여 다른 컴퓨터 시스템에 파일이나 자료를 전송하는 자.

",전자정부,2010-02-24,사용중
7864,표준어,업링크,UPLINK,UPLINK,"지상에서 위성으로 신호를 올려 보내는 것
",전자정부,2006-11-17,사용중
7865,표준어,업무,DUTY,JOB,"業務
 직장 같은 곳에서 맡아서 하는 일.
",전자정부,2006-11-17,사용중
7866,표준어,업무규칙,BUSINESS RULE,BR,"業務規則
직장같은곳에서맡아서하는일에대해헌법이나법률에근거하여정립되는성문법의한형식.

",관세 행정지원,2011-08-24,사용중
7867,표준어,업무별,DUTY BY,JOBBY,"業務
 직장 같은 곳에서 맡아서 하는 일 별

",교육인적자원 행정지원,2010-05-13,사용중
7868,표준어,업무상재해,DISASTER IN THE CONDUCT OF DUTY,DTNCFT,"業務上災害
 [법률정의] (산업재해보상보험법) 업무상의 사유에 의한 근로자의 부상?질병?신체장해 또는 사망. 이 경우 업무상의 재해의 인정기준에 관하여는 노동부령으로 정한다.
",산업재해예방,2006-11-17,사용중
7869,표준어,업무아키텍처,BUSINESS ARCHITECTURE,BA,"기관의 비전 및 전략달성 대상인 다른 기관 및 국민에 대한 행정서비스 수행 모델을 체계적으로 정리한 것
",전자정부,2006-11-23,사용중
7870,표준어,업무재설계,BUSINESS PROCESS REENGINEERING,BPR,"새로운 환경에 적합한 효율적인 업무 처리의 흐름을 만드는 것을 의미한다.BPR은 기업 또는 핵심적인 업무프로세스에 대한 근본적인 사고의 전환과 급진적인 재설계(
edesign)를 내포하고 있다. 즉 핵심적인 프로세스를 고객 지향적으로 최적화하며, 효율성을 제고하여 기존의 것과는 완전히 다른 새로운 구조를 정립한다. 

",관세 행정지원,2010-02-26,사용중
7871,표준어,업무편람,DUTY MANUAL,DTMN,"직장 같은 곳에서 맡아서 하는 일을 보기에 편리하도록 간추린 것.

",교육인적자원 행정지원,2010-05-13,사용중
7872,표준어,업무표장,BUSINESS EMBLEM,BBM,"業務標章
 [법률정의] (상표법) 영리를 목적으로 하지 아니하는 업무를 영위하는 자가 그 업무를 표상하기 위하여 사용하는 표장.
",산업재산권 심사,2006-11-17,사용중
7873,표준어,업소,BUSINESS ESTABLISHMENT,BSSH,"業所
 사업을 벌이고 있는 장소.
",전자정부,2006-11-17,사용중
7874,표준어,업자,BUSINESSMAN,BSMN,"業者
 상업,공업,서비스업 따위의 사업을 경영하고 있는 사람
",전자정부,2006-11-17,사용중
7875,표준어,업적,ACHIEVEMENT,ACHV,"業績
 어떤 사업이나 연구 따위에서 세운 공적.
",전자정부,2006-11-17,사용중
7876,표준어,업종,TYPE OF INDUSTRY,INDUTY,"業種
 직업이나 영업의 종류.
",전자정부,2006-11-17,사용중
7877,표준어,업체,ENTERPRISE,ENTRPS,"業體
 사업이나 기업의 주체.
",전자정부,2006-11-17,사용중
7878,표준어,업태,BUSINESS CONDITION,BIZCND,"業態
 영업이나 사업의 실태.
",전자정부,2006-11-17,사용중
7879,표준어,에그몽그룹,EGMONT GROUP,EGMGRUP,"□ Egmont Goup of FIUs  ㅇ 에그몽그룹은‘95.6월 미국과 벨기에의 주도로 전세계 FIU(Financial Intelligence Unit)간 협력증진을 목적으로 출범   ㅇ Egmont Goup 회원으로 가입하기 위해서는 ①혐의거래보고제도 도입,  ②국내의 법 또는 규정에 의한 금융정보 보고체계 확립,  ③자금세탁관련 금융정보처리기구(FIU) 설립 등의 기준을 충족하여야 하는바,  ‘05.7월 현재 가입회원은 101개이며, 우리나라는 ’02.6월에 회원으로 가입   ㅇ Egmont G
oup이라는 명칭은 제1차 회의가 개최된 벨기에의 Egmont A
en
e
g Palace의 이름을 따서 정함  ㅇ 총회는 연간 1회(6월경) 개최하며, 3월, 11월경에 Egmont Committee와 Wo
king G
oup회의를 추가로 개최하며, 회원국 FIU들을 지원하기 위해 각종 워크샵이나 훈련세미나도 수시로 개최

",관세 행정지원,2010-04-16,사용중
7880,표준어,에너지,ENERGY,ENERGY,"기본적인 물리량의 하나. 물체나 물체계가 가지고 있는 일을 하는 능력을 통틀어 이르는 말.
[법률정의] (에너지이용합리화법) 연료?열 및 전기.
",에너지 및 자원정책,2006-11-17,사용중
7881,표준어,에너지공급설비,ENERGY SUPPLY EQUIPMENT,ENERGYSUPLYEQP,"에너지供給設備
 [법률정의] (에너지이용합리화법) 에너지를 생산?전환?수송?저장하기 위하여 설치하는 설비.
",에너지 및 자원정책,2006-11-17,사용중
7882,표준어,에너지공급자,ENERGY SUPPLIER,ENERGYSUPLER,"에너지供給者
 [법률정의] (에너지이용합리화법) 에너지를 생산?수입?전환?수송?저장?판매하는 사업자.
",에너지 및 자원정책,2006-11-17,사용중
7883,표준어,에너지사용기자재,ENERGY USING MACHINERY,EGYY,"에너지使用機資材
 [법률정의] (에너지이용합리화법) 열사용기자재 기타 에너지를 사용하는 기자재.
",에너지 및 자원정책,2006-11-17,사용중
7884,표준어,에너지사용시설,ENERGY EMPLOYMENT INSTITUTION,ERPST,"에너지使用施設
 [법률정의] (에너지이용합리화법) 에너지를 사용하는 공장?사업장 기타 시설과 에너지를 전환하여 사용하는 시설.
",에너지 및 자원정책,2006-11-17,사용중
7885,표준어,에너지사용자,ENERGY USER,EYR,"에너지使用者
 [법률정의] (에너지이용합리화법) 에너지사용시설의 소유자 또는 관리자.
",에너지 및 자원정책,2006-11-17,사용중
7886,동의어,에누리,DISCOUNT,DSCNT,"값을 깍음.
",전자정부,2006-11-17,사용중
7887,표준어,에디터,EDITOR,EDITR,"원시(原始) 프로그램을 수정하여 새로운 원시 프로그램을 만들거나, 문장을 편집하는 기능을 갖는 프로그램.
",전자정부,2006-11-17,사용중
7888,동의어,에러,ERROR,ERROR,"연산 처리 장치의 잘못된 동작이나 소프트웨어의 잘못 때문에 생기는, 계산 값과 참값과의 오차. ‘잘못’으로 순화.
",전자정부,2006-11-17,사용중
7889,표준어,에스컬레이터,ESCALATOR,ESCLTR,"사람이나 화물이 자동적으로 위아래 층으로 오르내릴 수 있도록 만든 계단 모양의 장치.
",전자정부,2006-11-17,사용중
7890,표준어,에어로빅장,AEROBIC DANCING PLACE,ARDCPL,"에어로빅댄스(미용 체조)를 하는 곳.

",전자정부,2010-02-24,사용중
7891,표준어,에어백,AIR BAG,AIRBAG,"자동차가 충돌할 때에, 순간적으로 탑승자 주위에서 공기 주머니가 부풀어 나와 충격을 완화하는 보호 장치
",전자정부,2006-12-07,사용중
7892,표준어,에어컨,AIR CONDITIONER,ARCNDTN,"여름에 실내 공기의 온도, 습도를 조절하는 장치.
",전자정부,2006-11-17,사용중
7893,표준어,에이즈,ACQUIRED IMMUNE DEFICIENCY SYNDROME,AIDS,"면역 결핍 바이러스에 의하여 면역 세포가 파괴됨으로써 인체의 면역 능력이 극도로 저하되어 병원체에 대하여 무방비 상태에 이르는 병.
",질병관리본부 운영,2006-11-17,사용중
7894,표준어,에틸벤젠,ETHYLBENZENE,CHCH,"콜타르에 들어 있는 무색 액체. 염화알루미늄을 촉매로 하여 벤젠을 에틸렌에 반응하여 얻으며, 물에 녹지 않아 스틸렌의 제조 원료, 용제, 가솔린 배합용으로 쓰임.

",전자정부,2010-02-24,사용중
7895,표준어,엑셀,EXCEL,EXCEL,"미국 마이크로소프트사의 IBM PC 및 매킨토시 컴퓨터용 스프레드시트 프로그램. 많은 스프레드시트를 연결하고 통합하여 다양한 도형과 차트 등, 설명 자료를 작성하는 기능을 제공한다.
",전자정부,2006-11-17,사용중
7896,동의어,엑스,X COORDINATES,XCNTS,"좌표를 구성하는 수들 가운데에서 가로 방향으로 어떤 점의 위치를 지시하는 좌표.
",전자정부,2006-11-17,사용중
7897,표준어,엑스좌표,X COORDINATES,XCNTS,"좌표를 구성하는 수들 가운데에서 가로 방향으로 어떤 점의 위치를 지시하는 좌표.
",전자정부,2006-11-17,사용중
7898,표준어,엑츄에이터,ACTUATOR,ACTTR,"조절관, MOTOR 구동 VALVE 등에 있어서, 조작신호에 의한 외부로부터 공급되는 ENERGY에 의해 구동력을 발생시켜, 관체에 변위를 주는것.
",자본재산업 진흥,2006-11-17,사용중
7899,표준어,엔드밀,END MILL,EML,"둘레와 끝 면에 날이 있어 좁은 평면을 다듬거나 홈을 파는 데에 쓰는 커터
",자본재산업 진흥,2006-11-17,사용중
7900,표준어,엔지니어링,ENGINEERING,ENGER,"인력, 재료, 기계 따위를 일정한 생산 목적에 따라 유기적인 체계로 구성하는 활동.
",과학기술 행정지원,2006-11-17,사용중
7901,표준어,엔지니어링기술,ENGINEERING TECHNOLOGY,ENGERTCHNLGY,"엔지니어링技術
 [법률정의] (엔지니어링기술진흥법) 엔지니어링활동을 수행하는 과정에서 응용되는 과학기술로서 대통령령으로 정하는 것.
",과학기술 기반조성,2006-11-17,사용중
7902,표준어,엔지니어링사업,ENGINEERING BUSINESS,ENGERBSNS,"[법률정의] (엔지니어링기술진흥법) 엔지니어링활동주체에게 엔지니어링활동을 발주하는 것.
",과학기술 기반조성,2006-11-17,사용중
7903,표준어,엔지니어링활동,ENGINEERING ACTIVITY,ENNY,"엔지니어링活動
 [법률정의] (엔지니어링기술진흥법) 과학기술의 지식을 응용하여 사업 및 시설물에 관한 연구?기획?타당성조사?설계?분석?구매?조달?시험?감리?시운전?평가?자문?지도 기타 대통령령이 정하는 활동과 그 활동에 대한 사업관리.
",과학기술 기반조성,2006-11-17,사용중
7904,표준어,엔진,ENGINE,ENGINE,"열에너지, 전기 에너지, 수력 에너지 따위를 기계적인 힘으로 바꾸는 장치.
",전자정부,2006-11-17,사용중
7905,표준어,엔터티,ENTITY,ENTITY,"인간이 생각하는 개념 또는 정보의 세계에서는 의미있는 정보의 단위.
",전자정부,2006-11-17,사용중
7906,동의어,엔티티,ENTITY,ENTITY,"인간이 생각하는 개념 또는 정보의 세계에서는 의미있는 정보의 단위.
",전자정부,2006-11-17,사용중
7907,표준어,엘니뇨,EL NI?O,ELN?,"해양학˙기후학에서, 남아메리카 서해안을 따라 흐르는 페루 해류 속에 몇 년에 한 번 이상 난류가 흘러드는 현상. 에콰도르에서 칠레에 이르는 지역의 농업과 어업에 피해를 주고, 태평양의 적도 지방과 때로는 아시아 및 북아메리카에도 광범위한 기상 이상 현상을 일으킨다.
",기후변화 대응,2006-11-17,사용중
7908,동의어,엘리베이터,ELEVATOR,ELVTR,"동력을 사용하여 사람이나 화물을 아래위로 나르는 장치.
",자본재산업 진흥,2006-11-17,사용중
7909,표준어,여가,LEISURE,LSR,"餘暇
 일이 없어 한가로운 시간.
",노사 정책,2006-11-17,사용중
7910,표준어,여객,PASSANGER,PASNGR,"旅客
 기차, 비행기, 배 따위로 여행하는 사람
[법률정의] (선박안전법 시행규칙) 다음 각목에 해당하는 자를 제외한 탑재인원. 가. 선원 나. 선원과 동승하여 생활하는 선원가족 다. 선박소유자?선박관리인 및 선박임차인 라. 시험?조사?지도?단속 또는 교습 등에 관한 업무에 사용되는 선박에 당해 업무를 수행하기 위하여 승선하는 자 마. 세관공무원?검역공무원?도선사?운항관리자 등 선내에서 선원업무를 제외한 업무에 종사하는 자 바. 낚시어선업법에 의한 낚시어선의 승객
",출입국관리,2006-11-17,사용중
7911,표준어,여객명부,PASSENGER LIST,PASGLST,"외국무역선 또는 외국무역기의 선장 또는 기장이 입출항시 등에 제출하는 서류로 선박(기)명, 항차수 이외에 여객의 국적, 이름, 여권번호 등이 기재되어 있음

",밀수감시단속,2010-04-16,사용중
7912,표준어,여객선,PASSANGER SHIP,PSNSHIP,"旅客船
 여객을 태워 나르기 위한 배.
",해상 안전,2006-11-17,사용중
7913,표준어,여객시설,PASSANGER FACILITY,PSNGFAC,"旅客施設
 [법률정의] (교통약자의이동편의증진법) 다음 각목의 어느 하나에 해당하는 시설로서 여객의 교통수단 이용을 위하여 제공되는 시설 또는 공작물. 가. 여객자동차운수사업법 제2조제5호의 규정에 의한 여객자동차터미널 및 동법 제3조제1항제1호의 규정에 의한 노선여객자동차운송사업에 사용되는 정류장 나. 도시철도법 제3조제1호의 규정에 의한 도시철도중 차량을 제외한 도시철도시설 다. 철도산업발전기본법 제3조제2호의 규정에 의한 철도시설 라. 도시교통정비촉진법 제2조제3호의 규정에 의한 환승시설 마. 항공법 제2조제5호 및 제6호의 규정에 의한 공항 및 공항시설 바. 항만법 제3조제1항제1호의 규정에 의한 무역항에 설치되어 있는 항만시설 사. 그 밖에 대통령령이 정하는 시설 또는 공작물
",육상 및 광역 교통정책,2006-11-17,사용중
7914,표준어,여객자동차운송사업,PASSENGER TRANSPORT SERVICE,PTRANSVC,"旅客自動車運送事業
 [법률정의] (여객자동차 운수사업법) 다른 사람의 수요에 응하여 자동차를 사용하여 유상으로 여객을 운송하는 사업.
",육상 및 광역 교통정책,2006-11-17,사용중
7915,표준어,여객자동차운수사업,PASSENGER TRANSPORT SERVICE,PTSVC,"旅客自動車運輸事業
 [법률정의] (여객자동차 운수사업법) 여객자동차운송사업?자동차대여사업 및 여객자동차터미널사업.
",육상 및 광역 교통정책,2006-11-17,사용중
7916,표준어,여객자동차터미널,PASSENGER VEHICLE TERMINAL,PVTRML,"旅客自動車터미널
 [법률정의] (여객자동차 운수사업법) 도로의 노면 기타 일반교통에 사용되는 장소외에서 승합자동차를 정류시키거나 여객을 승하차시키기 위하여 설치된 시설 및 장소.
",자동차관리안전 및 대중교통 활성화 지원,2006-11-17,사용중
7917,표준어,여객자동차터미널사업,PASSENGER VEHICLE TERMINAL BUSINESS,PVTRMLBIZ,"旅客自動車터미널事業
 [법률정의] (여객자동차 운수사업법) 여객자동차터미널을 여객자동차운송사업에 사용하게 하는 사업.
",육상 및 광역 교통정책,2006-11-17,사용중
7918,동의어,여건,CONDITION,CND,"與件
 주어진 조건.
",전자정부,2006-11-17,사용중
7919,표준어,여과기,FILTER,FILTER,"濾過器
 액체를 걸러 내는 데 쓰는 기구.
",전자정부,2006-11-17,사용중
